project,name,ending,date,sex,race,category,title,soc,employees,hours,wages
Expo Center,"Titan Roofing, Inc.",May,2018-07-03,Male,White,Operatives,Industrial Truck and Tractor Operators,53-7021,0,NA,NA
Expo Center,"Titan Roofing, Inc.",May,2018-08-28,Male,White,Labors_Helpers,Helpers--Roofers,47-2181,16,2648.5,72565.100000000006
Expo Center,"Titan Roofing, Inc.",May,2018-08-28,Male,White,Craft_Workers,Sheet Metal Workers,47-2211,2,84,2536.8000000000002
Expo Center,"Titan Roofing, Inc.",May,2018-08-28,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,53-7021,0,0,NA
Expo Center,"Titan Roofing, Inc.",May,2018-09-01,Male,White,Craft_Workers,Roofers,47-2181,11,708,22921.87
Expo Center,"Titan Roofing, Inc.",May,2018-09-01,Male,White,Craft_Workers,Sheet Metal Workers,47-2211,2,111,4024.08
Expo Center,"Titan Roofing, Inc.",May,2018-09-01,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,53-7021,0,NA,NA
Expo Center,"Titan Roofing, Inc.",May,2018-04-01,Male,White,Craft_Workers,Roofers,47-2181,2,4,112.78
Expo Center,Titan Steel,May,2018-08-03,Male,White,Craft_Workers,Structural Iron and Steel Workers,47-2221,2,186,5952
Expo Center,Titan Steel,May,2018-08-07,Male,White,Craft_Workers,Structural Iron and Steel Workers,47-2221,5,344,10096
Expo Center,Titan Steel,May,2018-09-12,Male,White,Craft_Workers,Structural Iron and Steel Workers,47-2221,7,405,12598.5
Expo Center,Titan Steel,May,2018-08-03,Male,White,Craft_Workers,Structural Iron and Steel Workers,47-2221,2,16,512
Expo Center,"Weydman Electric, Inc.",May,2018-08-29,Male,White,Craft_Workers,Electricians,47-2111,3,373.5,15160
Expo Center,XCL Construction Inc,May,2018-06-02,Male,White,Craft_Workers,Carpenters,NA,5,741,NA
Expo Center,XCL Construction Inc,May,2018-06-02,Male,White,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,1,64,NA
Expo Center,XCL Construction Inc,May,2018-06-30,Male,White,Craft_Workers,Carpenters,NA,2,266,NA
Expo Center,XCL Construction Inc,May,2018-06-30,Male,White,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,1,134,NA
Expo Center,XCL Construction Inc,May,2018-08-02,Male,White,Craft_Workers,Carpenters,NA,4,458,NA
Expo Center,XCL Construction Inc,May,2018-08-28,Male,White,Craft_Workers,Carpenters,NA,5,457,NA
Expo Center,XCL Construction Inc,May,2018-05-01,Male,White,Craft_Workers,Carpenters,NA,3,374,NA
Expo Center,XCL Construction Inc,May,2018-05-01,Male,White,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,1,101,NA
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,White,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,2,123,6225
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,White,Craft_Workers,Brickmasons and Blockmasons,47-2021,13,2091.5,70053.98
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,2,181,8232
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,White,Craft_Workers,Carpenters,47-2031,5,77,2744
Expo Center,"Casler Masonry, Inc.",May,2018-07-06,Male,White,Labors_Helpers,Construction Laborers,47-2061,12,782.5,19868.09
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,White,Craft_Workers,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,2,160,7400
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,White,Craft_Workers,Brickmasons and Blockmasons,47-2021,4,408,13529.28
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,1,78,3402
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,White,Craft_Workers,Carpenters,47-2031,3,21.5,791
Expo Center,"Casler Masonry, Inc.",May,2018-05-04,Male,White,Labors_Helpers,Construction Laborers,47-2061,4,390.5,9552.9500000000007
Expo Center,Pompey Construction Services Inc.,May,2018-07-06,Male,White,Labors_Helpers,Construction Laborers,47-2061,2,220,6089
Expo Center,Pompey Construction Services Inc.,May,2018-07-06,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,1,184,7368
Expo Center,Pompey Construction Services Inc.,May,2018-06-01,Male,White,Labors_Helpers,Construction Laborers,47-2061,1,250,6655
Expo Center,Pompey Construction Services Inc.,May,2018-06-01,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,1,250,10131
Expo Center,"RIDLEY ELECTRIC CO., INC",May,2018-06-13,Male,White,Craft_Workers,Electricians,47-2111,26,3859,150332
Expo Center,All Ways Concrete Pumping,May,2018-04-11,Male,White,Craft_Workers,Operating Engineers and Other Construction Equipment Operators,47-2073,1,6,364.38
